bus_i,kV,Type,Import,Lat,Lon
486,66,'Substation',' ',33.96420598,-118.082148
487,230,'Substation',' ',34.50906959,-117.9196821
488,66,'Substation',' ',33.76508981,-118.2066567
489,66,'Substation',' ',33.91557578,-118.0811489
490,66,'Substation',' ',34.46359424,-118.5941936
491,66,'Substation',' ',34.69065568,-117.9693728
492,66,'Substation',' ',33.92870414,-118.3897191
493,66,'Substation',' ',33.76483111,-118.2078277
494,66,'Substation',' ',33.93499107,-118.0677468
495,66,'Substation',' ',33.95856507,-118.0656099
496,66,'Substation',' ',34.00901094,-117.9304235
497,66,'Substation',' ',33.99797748,-118.2060903
498,66,'Substation',' ',34.6595412,-118.2282903
499,66,'Substation',' ',33.99710378,-117.887703
500,66,'Substation',' ',34.06991918,-118.1300281
501,66,'Substation',' ',33.98271475,-118.205316
502,66,'Substation',' ',34.12177523,-118.0810745
503,66,'Substation',' ',34.76318367,-117.969417
504,66,'Substation',' ',33.83959608,-118.2442872
505,66,'Substation',' ',33.99456583,-118.1527794
506,66,'Substation',' ',34.03444747,-118.0241902
507,66,'Substation',' ',34.04794252,-118.1621853
508,66,'Substation',' ',33.90338589,-118.3794564
509,66,'Substation',' ',33.86303482,-118.1619319
510,66,'Substation',' ',34.61032551,-118.0732689
511,66,'Substation',' ',33.8083703,-118.3550087
512,66,'Substation',' ',34.09221847,-118.0826588
513,66,'Substation',' ',34.05121845,-118.0813473
514,66,'Substation',' ',34.11718102,-117.807819
515,66,'Substation',' ',34.09869881,-118.1001833
516,66,'Substation',' ',33.80703817,-118.298972
517,66,'Substation',' ',33.948067,-118.058548
518,66,'Substation',' ',34.01725703,-118.4881591
519,66,'Substation',' ',34.04746172,-118.4521968
520,66,'Substation',' ',33.77253096,-118.203535
521,66,'Substation',' ',33.91903805,-118.3966925
522,66,'Substation',' ',33.80757585,-118.2439987
523,66,'Substation',' ',34.64275724,-118.165005
524,66,'Substation',' ',33.81143827,-118.1682108
525,66,'Substation',' ',34.05950958,-117.7738664
526,66,'Substation',' ',34.45187222,-118.4225889
527,66,'Substation',' ',33.87420269,-118.1429767
528,66,'Substation',' ',34.02223836,-117.8370753
529,66,'Substation',' ',34.12748897,-117.7954723
530,66,'Substation',' ',33.89140933,-118.3750106
531,66,'Substation',' ',33.98084795,-118.111255
532,66,'Substation',' ',33.79018782,-118.1987019
533,66,'Substation',' ',33.94007948,-118.1405091
534,66,'Substation',' ',33.84618126,-118.1771048
535,66,'Substation',' ',34.14300113,-118.359135
536,66,'Substation',' ',33.85318463,-118.1670673
537,66,'Substation',' ',34.03956,-118.697951
538,66,'Substation',' ',33.93233405,-117.9920328
539,66,'Substation',' ',34.38417581,-118.4955308
540,66,'Substation',' ',33.91601025,-118.4096022
541,66,'Substation',' ',33.82781208,-118.3765776
542,66,'Substation',' ',33.82984666,-118.344309
543,66,'Substation',' ',34.64068536,-118.0658871
544,66,'Substation',' ',33.87280461,-118.1603338
545,66,'Substation',' ',33.92131535,-118.3855839
546,66,'Substation',' ',34.041376,-117.8181737
547,66,'Substation',' ',33.8591492,-118.185589
548,66,'Substation',' ',34.14297885,-118.3573966
549,66,'Substation',' ',34.00677528,-118.1278159
550,66,'Substation',' ',34.14776836,-118.6317992
551,66,'Substation',' ',33.99033882,-118.4209425
552,66,'Substation',' ',33.9984558,-118.2201768
553,66,'Substation',' ',33.85885406,-118.3742046
554,66,'Substation',' ',33.81251186,-118.2320643
555,66,'Substation',' ',34.0451314,-118.1864239
556,66,'Substation',' ',33.79195901,-118.323487
557,230,'Substation',' ',34.68507479,-118.7885538
558,66,'Substation',' ',33.80809399,-118.2617246
559,66,'Substation',' ',33.81138697,-118.175932
560,66,'Substation',' ',33.90929415,-118.4203523
561,66,'Substation',' ',33.93890622,-118.0610011
562,66,'Substation',' ',34.5793131,-117.7197077
